food_code,name,group,kcal,protein_g,fat_g,satfat_g,carbs_g,sugars_g,fibre_g,salt_g
11-1108,"Porridge, made with whole milk",AI,112,4.9,4.7,2.54,13.3,4.8,0.9,0.11
17-234,Port,QF,157,0.1,0.0,0.0,12.0,12.0,0.0,0.01
17-849,Pot savouries,SN,365,11.6,10.9,0.0,58.8,8.2,0.0,1.5
17-682,"Pot savouries, made up",SN,103,3.3,3.1,0.0,16.7,2.3,0.0,0.425
15-849,"Potato cakes, fried in rapeseed oil",DR,210,3.9,8.4,1.79,31.4,1.1,2.1,0.052
13-024,"Potato chips, crinkle cut, frozen, fried in corn oil",DAP,290,3.6,16.7,3.1,33.4,0.9,2.2,0.195
13-486,"Potato chips, fine cut, from fast food outlets",DAP,290,3.5,14.2,2.5,39.7,0.3,3.8,0.482
50-684,"Potato chips, fine cut, frozen, fried in blended vegetable oil",DAP,364,4.5,21.3,1.8,41.2,0.6,2.4,0.242
13-026,"Potato chips, fine cut, frozen, fried in corn oil",DAP,364,4.5,21.3,4.0,41.2,0.6,2.7,0.242
50-686,"Potato chips, fine cut, frozen, fried in dripping",DAP,364,4.5,21.3,11.8,41.2,0.6,2.7,0.245
13-613,"Potato chips, fried in beef dripping, from takeaway fish and chip shops",DAR,214,3.5,8.4,4.2,33.2,0.6,3.2,0.04
13-485,"Potato chips, fried in commercial oil, from takeaway fish and chip shops",DAP,214,3.5,8.4,4.29,33.2,0.6,3.2,0.04
13-612,"Potato chips, fried in palm oil, from takeaway fish and chip shops",DAR,214,3.5,8.4,3.97,33.2,0.6,3.2,0.04
13-614,"Potato chips, fried in rapeseed oil, from takeaway fish and chip shops",DAR,214,3.5,8.4,0.55,33.2,0.6,3.2,0.04
13-595,"Potato chips, homemade, fried in corn oil",DAP,197,3.2,6.7,0.98,33.1,1.5,3.4,0.008
13-596,"Potato chips, homemade, fried in dripping",DAP,197,3.2,6.7,3.37,33.1,1.5,3.4,0.01
13-555,"Potato chips, homemade, fried in rapeseed oil",DAP,202,3.6,6.7,0.44,34.1,0.9,3.4,0.008
13-597,"Potato chips, homemade, fried in sunflower oil",DAP,197,3.2,6.7,0.82,33.1,1.5,3.4,0.008
13-557,"Potato chips, microwave, cooked",DAP,221,3.6,9.6,0.55,32.1,0.6,2.9,0.1
13-487,"Potato chips, oven ready, no batter, baked",DAP,189,3.2,4.9,0.78,35.3,1.0,3.5,0.078
13-488,"Potato chips, oven ready, with batter, baked",DAP,202,3.4,6.1,1.3,35.6,0.4,3.3,0.482
50-681,"Potato chips, straight cut, frozen, fried in blended oil",DAP,273,4.1,13.5,1.2,36.0,0.7,2.4,0.072
13-025,"Potato chips, straight cut, frozen, fried in corn oil",DAP,273,4.1,13.5,2.5,36.0,0.7,2.4,0.072
50-683,"Potato chips, straight cut, frozen, fried in dripping",DAP,273,4.1,13.5,7.5,36.0,0.7,2.4,0.075
13-027,"Potato chips, thick cut, frozen, fried in corn oil",DAP,234,3.6,10.2,1.9,34.0,0.8,2.4,0.102
17-671,"Potato crisps, fried in sunflower oil",SNA,493,6.2,28.8,2.48,55.8,0.9,4.4,1.51
17-693,"Potato crisps, low fat",SN,458,6.6,21.5,1.85,63.5,1.5,5.9,1.825
13-038,"Potato croquettes, fried in blended oil",DAR,214,3.7,13.1,1.7,21.6,0.5,1.3,1.05
13-615,"Potato powder, instant, made up with semi-skimmed milk",DAR,67,2.4,0.5,0.3,14.2,1.5,1.0,0.25
13-616,"Potato powder, instant, made up with skimmed milk",DAR,66,2.4,0.1,0.0,14.2,1.5,1.0,0.25
13-558,"Potato powder, instant, made up with water",DAR,57,1.5,0.1,0.0,13.5,0.7,1.2,0.25
13-617,"Potato powder, instant, made up with whole milk",DAR,76,2.4,1.2,0.0,14.8,2.0,1.0,0.25
13-598,"Potato powder, instant, raw",DAR,320,8.4,0.6,0.1,74.9,4.1,7.7,1.125
13-533,"Potato products, shaped, frozen, baked",DA,190,2.5,8.3,0.89,28.1,0.4,2.7,0.635
17-643,Potato rings,SN,480,3.6,22.4,1.92,70.5,0.3,2.6,2.112
17-642,"Potato snacks, pringle-type, fried in vegetable oil",SNA,519,4.3,31.8,8.41,57.4,1.5,2.9,1.498
13-483,"Potato wedges, retail, cooked",DAR,176,2.8,5.5,2.49,30.6,0.8,4.3,0.495
15-259,"Potato, leek and celery bake",DR,122,4.4,6.5,3.9,12.6,1.6,0.8,1.225
15-261,"Potatoes with onions and eggs, fried",DR,316,7.8,23.8,4.3,19.1,1.4,1.4,1.35
15-850,"Potatoes, duchesse",DR,124,3.1,5.1,2.89,17.5,0.8,1.6,0.132
13-610,"Potatoes, new and salad, boiled in salted water, flesh and skin",DAE,68,1.8,0.1,0.04,14.9,1.1,1.8,0.065
13-495,"Potatoes, new and salad, boiled in unsalted water, flesh and skin",DAE,68,1.8,0.1,0.04,14.9,1.1,1.8,0.008
13-618,"Potatoes, new and salad, flesh only, raw",DAE,68,1.7,0.1,0.04,16.1,1.3,1.8,0.008
13-619,"Potatoes, new, frozen, `roast' in corn oil",DAE,157,2.5,6.6,0.8,23.4,1.0,3.0,0.25
13-491,"Potatoes, old, baked, flesh and skin",DAM,97,2.5,0.2,0.1,22.6,1.4,2.6,0.005
13-620,"Potatoes, old, baked, flesh only",DAM,77,2.2,0.1,0.0,18.0,0.7,1.4,0.002
13-621,"Potatoes, old, baked, flesh only, weighed with skin",DAM,52,1.5,0.1,0.0,12.1,0.5,0.9,0.002
13-605,"Potatoes, old, boiled in salted water, flesh only",DAM,74,1.8,0.1,0.03,17.5,0.8,1.6,0.16
13-490,"Potatoes, old, boiled in unsalted water, flesh only",DAM,74,1.8,0.1,0.03,17.5,0.8,1.6,0.002
13-553,"Potatoes, old, mashed with butter",DAM,102,1.9,3.9,2.42,15.9,1.0,1.4,0.09
13-554,"Potatoes, old, mashed with reduced fat spread",DAM,93,1.8,2.8,0.68,15.9,1.0,1.4,0.075
13-494,"Potatoes, old, microwaved, flesh and skin",DAM,92,2.6,0.1,0.03,21.5,2.1,2.7,0.005
13-566,"Potatoes, old, potato wedges, with skin, cooked in sunflower oil, homemade",DAM,145,2.9,3.8,0.47,26.5,1.7,3.0,0.005
13-489,"Potatoes, old, raw, flesh only",DAM,82,1.9,0.1,0.03,19.6,0.9,2.0,0.005
13-599,"Potatoes, old, roasted in corn oil",DAM,161,2.6,5.7,0.84,26.4,1.2,2.7,0.008
13-600,"Potatoes, old, roasted in lard",DAM,161,2.6,5.7,2.29,26.4,1.2,2.7,0.008
13-534,"Potatoes, old, roasted in rapeseed oil",DA,161,2.6,5.7,0.4,26.4,1.2,2.7,0.008
13-492,"Potatoes, old, roasted in sunflower oil, flesh only",DAM,161,2.6,5.7,0.7,26.4,1.2,2.7,0.008
13-493,"Potatoes, old, wedges, with skin, homemade, cooked in rapeseed oil",DAM,145,2.9,3.8,0.27,26.5,1.7,3.0,0.005
18-305,"Poussin, raw, meat and skin",MCA,202,19.1,13.9,3.8,0.0,0.0,0.0,0.175
18-306,"Poussin, raw, meat and skin, weighed with bone",MCA,117,11.1,8.1,2.2,0.0,0.0,0.0,0.1
11-1023,"Prawn crackers, takeaway",AT,570,0.3,39.0,3.64,58.2,2.2,0.9,1.918
16-388,"Prawns, king, grilled from raw",JK,102,23.5,0.9,0.2,0.0,0.0,0.0,0.762
16-389,"Prawns, king, purchased cooked",JK,68,16.2,0.4,0.1,0.0,0.0,0.0,1.608
16-481,"Prawns, king, purchased cooked, weighed with shells",JK,37,8.7,0.2,0.05,0.0,0.0,0.0,0.868
16-387,"Prawns, king, raw",JK,77,17.6,0.7,0.17,0.0,0.0,0.0,0.538
16-482,"Prawns, standard, dried",JK,377,83.1,4.9,0.81,0.0,0.0,0.0,7.93
16-384,"Prawns, standard, purchased cooked",JK,70,15.4,0.9,0.15,0.0,0.0,0.0,1.47
17-758,Pre-mixed spirit based drinks,Q,52,0.0,0.0,0.0,8.0,8.0,0.0,0.0
14-230,"Prickly pears, flesh and seeds",FA,49,0.7,0.3,0.1,11.5,11.5,0.0,0.01
12-405,"Profiteroles with sauce, frozen",BR,346,5.5,25.7,14.01,24.6,17.0,1.4,0.325
14-289,Prune juice,FC,57,0.5,0.1,0.0,14.4,14.4,0.0,0.03
14-237,"Prunes, canned in juice, whole contents",FA,79,0.7,0.2,0.0,19.7,19.7,2.4,0.045
14-231,"Prunes, flesh and skin",FA,160,2.8,0.5,0.0,38.4,38.4,6.5,0.03
14-233,"Prunes, flesh and skin, stewed with sugar",FA,103,1.3,0.2,0.0,25.5,25.5,3.1,0.012
14-234,"Prunes, flesh and skin, stewed with sugar, weighed with stones",FA,95,1.2,0.2,0.0,23.5,23.5,2.9,0.012
14-235,"Prunes, flesh and skin, stewed without sugar",FA,81,1.4,0.3,0.1,19.5,19.5,3.3,0.015
14-236,"Prunes, flesh and skin, stewed without sugar, weighed with stones",FA,74,1.3,0.2,0.0,17.8,17.8,3.0,0.012
14-232,"Prunes, flesh and skin, weighed with stones",FA,134,2.4,0.4,0.0,32.3,32.3,5.5,0.025
14-391,"Prunes, ready-to-eat, semi-dried",FA,149,2.3,0.3,0.06,36.5,36.5,5.2,0.008
14-398,"Prunes, ready-to-eat, semi-dried, weighed with stones",FA,128,2.0,0.3,0.05,31.4,31.4,4.5,0.008
11-1037,"Pudding, bread and butter, homemade",AS,137,6.3,5.3,2.11,17.0,12.4,0.3,0.325
11-1051,"Pudding, Christmas, homemade",AS,316,5.0,9.8,0.0,54.6,33.8,0.0,0.298
11-1022,"Pudding, Christmas, retail",AS,285,3.0,6.9,3.57,56.3,46.2,4.0,0.25
11-1065,"Pudding, Eve's pudding, homemade",AS,252,3.3,13.4,7.88,31.4,20.0,1.4,0.54
11-1097,"Pudding, Queen of Puddings, homemade",AS,195,5.0,7.6,4.08,34.2,27.5,0.0,0.372
12-580,"Pudding, rice, canned",BR,85,3.3,1.3,0.76,16.1,8.7,0.1,0.108
12-553,"Pudding, rice, canned, low fat",BR,81,3.5,0.8,0.5,16.0,8.7,0.1,0.108
12-514,"Pudding, rice, homemade, with semi-skimmed milk",BR,127,4.2,4.4,2.79,19.0,10.3,0.1,0.168
12-607,"Pudding, rice, homemade, with skimmed milk",BR,114,4.3,2.9,1.8,19.1,10.4,0.1,0.162
12-608,"Pudding, rice, homemade, with whole milk",BR,145,4.2,6.5,4.07,18.9,10.2,0.1,0.158
11-1021,"Pudding, sponge, canned",AS,265,3.1,9.1,4.98,45.4,25.8,0.8,0.85
11-1119,"Pudding, sponge, homemade",AS,327,5.7,14.6,4.82,46.2,18.5,1.4,0.748
11-1120,"Pudding, sponge, with dried fruit, homemade",AS,332,5.5,13.4,4.24,50.5,25.2,1.3,0.692
11-1121,"Pudding, sponge, with jam or treacle, homemade",AS,333,5.3,13.3,4.41,51.1,25.8,1.2,0.728
11-1122,"Pudding, spotted dick, homemade",AS,344,4.5,16.1,9.02,48.3,19.1,1.2,0.565
11-1124,"Pudding, suet, homemade",AS,352,4.8,17.6,9.88,46.4,14.5,1.1,0.615
14-842,Pumpkin seeds,GA,565,24.4,45.6,7.0,15.2,1.1,5.3,0.045
13-549,"Pumpkin, flesh only, boiled in unsalted water",DG,12,0.6,0.3,0.1,1.9,1.8,1.1,0.0
13-326,"Pumpkin, flesh only, raw",DG,13,0.7,0.2,0.1,2.2,1.7,1.0,0.0
11-911,"Puri, homemade",AF,366,7.2,22.3,2.66,36.5,1.2,3.5,0.698
12-948,"Quiche, cheese and egg, homemade",CD,305,12.5,22.3,10.4,14.6,1.6,1.2,0.775
11-995,"Quiche, cheese and egg, wholemeal, homemade",CD,294,13.0,20.4,11.82,15.6,1.6,2.1,0.775
12-952,"Quiche, Lorraine, homemade",CD,358,15.3,26.0,11.19,16.8,2.2,1.3,1.47
12-936,"Quiche, Lorraine, shortcrust pastry, retail",CD,269,9.1,17.6,8.31,19.7,3.2,1.3,0.848
12-953,"Quiche, Lorraine, wholemeal pastry, homemade",CD,354,15.8,24.9,13.37,18.0,2.2,2.3,1.468
12-954,"Quiche, mushroom, homemade",CD,278,9.9,20.0,8.97,15.5,1.3,1.4,0.632
12-955,"Quiche, mushroom, wholemeal, homemade",CD,267,10.5,18.1,10.55,16.6,1.3,2.4,0.63
12-949,"Quiche, vegetable, retail",CD,289,8.1,19.7,8.34,21.2,3.5,2.8,0.5
14-241,"Quinces, flesh only",FA,26,0.3,0.1,0.0,6.3,6.3,0.0,0.008
14-843,"Quinoa, raw",GA,309,13.8,5.0,0.5,55.7,6.1,7.0,0.152
15-262,Quorn korma,DR,140,3.7,7.0,3.7,16.7,1.3,0.0,0.45
13-574,"Quorn, pieces, as purchased",DG,73,14.0,1.4,0.4,1.1,0.4,8.3,0.75
18-387,"Rabbit, raw, meat only",MEC,137,21.9,5.5,2.1,0.0,0.0,0.0,0.168
18-388,"Rabbit, stewed, meat only",MEC,114,21.2,3.2,1.7,0.0,0.0,0.0,0.12
18-389,"Rabbit, stewed, meat only, weighed with bone",MEC,68,12.7,1.9,1.0,0.0,0.0,0.0,0.072
13-329,"Raddiccio, raw",DG,14,1.4,0.2,0.0,1.7,1.7,1.8,0.018
13-332,"Radish leaves, raw",DG,33,3.5,0.5,0.0,3.5,0.0,0.0,0.275
13-656,"Radish, red, flesh and skin, raw",DG,12,0.7,0.4,0.2,1.4,1.4,1.1,0.052
13-331,"Radish, white/mooli, raw",DG,15,0.8,0.1,0.0,2.9,2.9,0.0,0.068
14-393,"Raisins, dried",FA,256,3.0,1.0,0.15,62.6,62.6,2.7,0.042
17-832,"Raita, homemade",WC,57,4.4,2.4,1.32,5.8,5.8,0.4,0.172
12-595,"Raita, yogurt and gram flour, homemade",BV,103,3.3,6.6,3.83,8.1,5.3,1.4,0.07
14-243,"Rambutan, flesh only",FA,69,1.0,0.4,0.0,16.3,16.3,0.0,0.002
13-333,"Rape leaves, raw",DG,37,3.8,0.3,0.0,4.8,0.0,0.0,0.0
14-375,"Raspberries, raw",FA,25,0.8,0.3,0.1,5.1,5.1,3.7,0.0
14-245,"Raspberries, stewed with sugar",FA,63,1.2,0.3,0.1,15.0,15.0,2.2,0.005
14-246,"Raspberries, stewed without sugar",FA,24,1.4,0.3,0.1,4.4,4.4,2.4,0.005
15-659,"Ratatouille, homemade",DR,82,1.2,7.0,0.88,3.8,3.3,1.7,0.008
15-853,Red pea loaf,DR,127,9.2,3.4,0.78,15.6,0.9,6.0,0.07
11-877,"Red rice, boiled in unsalted water",AC,129,3.0,1.2,0.18,28.2,0.2,1.4,0.018
16-127,"Red snapper, flesh only, fried in blended oil, weighed with bones and skin",JA,126,24.5,3.1,0.6,0.0,0.0,0.0,0.3
16-128,"Red snapper, flesh only, fried in blended oil, weighed with bones and skin",JA,64,12.5,1.6,0.3,0.0,0.0,0.0,0.148
16-129,"Red snapper, flesh only, fried in sunflower oil",JA,126,24.5,3.1,0.7,0.0,0.0,0.0,0.3
16-130,"Red snapper, flesh only, fried in sunflower oil, weighed with bones and skin",JA,64,12.5,1.6,0.3,0.0,0.0,0.0,0.148
16-126,"Red snapper, flesh only, raw",JA,90,19.6,1.3,0.3,0.0,0.0,0.0,0.192
14-249,"Redcurrants, raw",FA,21,1.1,0.0,0.0,4.4,4.4,3.4,0.005
14-250,"Redcurrants, stewed with sugar",FA,53,0.9,0.0,0.0,13.3,13.3,2.7,0.002
14-251,"Redcurrants, stewed without sugar",FA,17,0.9,0.0,0.0,3.8,3.8,2.9,0.002
16-131,"Redfish, raw",JA,98,18.4,2.7,0.5,0.0,0.0,0.0,0.182
15-854,Re-fried beans,DR,169,7.1,8.6,2.54,15.0,1.4,5.6,0.218
17-708,"Relish, corn/cucumber/onion",WCN,144,1.0,0.3,0.0,36.6,28.9,1.5,1.05
17-354,"Relish, tomato based",WCN,114,1.2,0.1,0.0,27.6,25.1,1.3,1.2
14-252,"Rhubarb, stems only, raw",FA,7,0.9,0.1,0.0,0.8,0.8,1.4,0.008
14-253,"Rhubarb, stems only, stewed with sugar",FA,48,0.9,0.1,0.0,11.5,11.5,1.2,0.002
14-389,"Rhubarb, stems only, stewed without sugar",FA,14,1.0,0.6,0.06,1.2,1.2,1.3,0.002
15-855,Rice and black-eye beans,DR,170,5.6,2.2,0.95,34.1,0.9,1.4,0.038
15-856,"Rice and black-eye beans, brown rice",DR,164,5.9,2.4,0.96,31.6,1.0,1.8,0.038
15-857,Rice and pigeon peas,DR,163,4.9,2.2,0.89,33.1,0.7,0.0,0.045
15-858,"Rice and pigeon peas, brown rice",DR,157,5.2,2.3,0.9,30.8,0.8,0.0,0.042
15-859,Rice and red kidney beans,DR,158,5.2,2.1,0.88,31.5,0.5,2.3,0.038
15-860,"Rice and red kidney beans, brown rice",DR,152,5.5,2.3,0.89,29.1,0.6,2.4,0.038
15-861,Rice and split peas,DR,186,5.8,2.5,1.0,37.3,0.8,1.2,0.05
15-862,"Rice and split peas, brown rice",DR,179,6.2,2.7,1.01,34.7,0.9,1.7,0.05
11-867,"Rice, brown, basmati, boiled in unsalted water",AC,131,3.3,1.1,0.21,28.7,0.3,1.2,0.0
11-866,"Rice, brown, basmati, raw",AC,355,8.9,3.1,0.58,77.6,0.8,3.3,0.002
11-871,"Rice, brown, easy cook, boiled in unsalted water",AC,157,3.2,1.3,0.0,35.3,0.3,1.5,0.002
11-870,"Rice, brown, easy cook, raw",AC,366,7.5,3.1,0.0,82.1,0.7,3.5,0.005
11-869,"Rice, brown, wholegrain, boiled in unsalted water",AC,132,3.6,0.9,0.17,29.2,0.1,1.5,0.01
11-868,"Rice, brown, wholegrain, raw",AC,333,7.7,1.5,0.28,77.0,0.7,3.0,0.0
11-885,"Rice, egg fried, ready cooked, re-heated, retail, not takeaway",AC,169,3.9,5.3,0.72,28.1,0.0,2.8,1.022
11-444,"Rice, egg fried, takeaway",AC,186,4.3,4.9,0.62,33.3,0.0,1.1,1.042
11-968,"Rice, pilau, plain, homemade",AC,134,2.5,3.7,0.47,24.3,0.8,0.6,0.002
11-884,"Rice, ready-cooked, ""plain"", re-heated",AC,161,4.1,1.9,0.3,33.9,0.0,1.1,0.378
11-876,"Rice, red, raw",AC,356,7.0,2.9,0.53,80.4,0.9,4.1,0.005
11-881,"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, cooked",AC,155,3.7,1.4,0.46,34.0,3.2,1.7,0.725
11-880,"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, uncooked",AC,369,8.0,2.7,0.91,83.3,6.7,3.6,3.078
11-875,"Rice, Thai fragrant, boiled in unsalted water",AC,133,2.3,0.4,0.09,32.1,0.0,0.0,0.01
11-874,"Rice, Thai fragrant, raw",AC,352,6.4,1.1,0.27,84.5,0.1,0.8,0.002
11-858,"Rice, white, basmati, boiled in unsalted water",AC,117,2.8,0.7,0.16,26.5,0.0,0.6,0.01
11-860,"Rice, white, basmati, easy cook, boiled in unsalted water",AC,138,3.5,0.4,0.09,32.2,0.0,0.0,0.01
11-859,"Rice, white, basmati, easy cook, raw",AC,350,8.1,0.4,0.11,83.8,0.6,1.4,0.008
11-857,"Rice, white, basmati, raw",AC,351,8.1,0.5,0.14,83.7,0.1,1.1,0.002
11-879,"Rice, white, Italian ""Arborio"" risotto, boiled in unsalted water",AC,138,3.2,0.5,0.09,32.2,0.0,0.0,0.01
11-878,"Rice, white, Italian Arborio risotto, raw",AC,354,6.4,1.0,0.21,85.2,0.2,1.4,0.002
11-862,"Rice, white, long grain, boiled in unsalted water",AC,131,2.8,0.4,0.09,31.1,0.0,0.5,0.028
11-864,"Rice, white, long grain, easy cook, boiled in unsalted water",AC,146,3.0,0.4,0.08,34.7,0.0,0.7,0.015
11-863,"Rice, white, long grain, easy cook, raw",AC,347,7.0,1.1,0.23,82.3,0.0,1.7,0.005
11-861,"Rice, white, long grain, raw",AC,355,6.7,1.0,0.25,85.1,0.2,1.1,0.002
11-865,"Rice, white, pudding, raw",AC,352,5.6,0.9,0.22,85.6,0.2,1.0,0.002
11-873,"Rice, wild, boiled in unsalted water",AC,145,5.3,0.6,0.12,31.7,0.4,2.5,0.01
11-872,"Rice, wild, raw",AC,343,12.2,1.1,0.25,75.8,0.1,4.3,0.01
19-566,"Risotto, chicken, homemade",MR,173,8.9,3.3,1.54,25.3,0.0,0.8,0.888
11-999,"Risotto, plain, homemade",AT,184,3.3,4.7,0.67,35.6,1.0,0.9,1.118
15-864,"Risotto, vegetable, brown rice",DR,136,4.0,6.2,0.72,17.3,1.8,2.4,0.185
15-863,"Risotto, white rice, vegetable, homemade",DR,139,3.8,6.1,0.71,18.5,1.7,2.2,0.185
15-281,"Rissoles, brown rice, fried in sunflower oil",DR,216,5.6,8.8,1.3,30.8,1.5,2.5,0.875
15-282,"Rissoles, brown rice, fried in vegetable oil",DR,216,5.6,8.8,1.2,30.8,1.5,2.5,0.875
15-865,"Rissoles, chick pea, fried in sunflower oil",DR,243,8.0,16.7,2.06,16.0,0.4,4.1,0.028
15-866,"Rissoles, chick pea, fried in vegetable oil",DR,243,8.0,16.7,1.34,16.0,0.4,4.1,0.028
15-279,"Rissoles, lentil, fried in sunflower oil",DR,211,8.9,10.5,1.4,22.0,2.0,3.6,0.575
15-280,"Rissoles, lentil, fried in vegetable oil",DR,211,8.9,10.5,1.3,22.0,2.0,3.6,0.575
15-867,"Rissoles, vegetable, fried in sunflower oil",DR,121,1.5,7.2,1.19,13.2,1.6,1.3,0.058
15-868,"Rissoles, vegetable, fried in vegetable oil",DR,121,1.5,7.2,0.89,13.2,1.6,1.3,0.058
11-1109,"Rock cakes, homemade",AN,386,5.3,14.8,4.9,61.8,32.0,1.4,0.955
16-134,"Rock Salmon/Dogfish, in batter, fried in blended oil",JA,295,14.7,21.9,2.9,10.3,0.0,0.4,0.4
16-135,"Rock Salmon/Dogfish, in batter, fried in blended oil, weighed with bones",JA,274,13.7,20.4,2.7,9.6,0.0,0.4,0.375
16-136,"Rock Salmon/Dogfish, in batter, fried in dripping",JA,295,14.7,21.9,9.6,10.3,0.0,0.4,0.4
16-137,"Rock Salmon/Dogfish, in batter, fried in dripping, weighed with bones",JA,274,13.7,20.4,8.9,9.6,0.0,0.4,0.375
16-138,"Rock Salmon/Dogfish, in batter, fried in retail blend oil",JA,295,14.7,21.9,5.3,10.3,0.0,0.4,0.4
16-139,"Rock Salmon/Dogfish, in batter, fried in retail blend oil, weighed with bones",JA,274,13.7,20.4,4.9,9.6,0.0,0.4,0.375
16-140,"Rock Salmon/Dogfish, in batter, fried in sunflower oil",JA,295,14.7,21.9,3.1,10.3,0.0,0.4,0.4
16-141,"Rock Salmon/Dogfish, in batter, fried in sunflower oil, weighed with bones",JA,274,13.7,20.4,2.9,9.6,0.0,0.4,0.375
16-133,"Rock Salmon/Dogfish, raw",JA,154,16.6,9.7,1.4,0.0,0.0,0.0,0.3
13-522,"Rocket, raw",DG,18,3.6,0.4,0.07,0.0,0.0,1.7,0.075
16-301,"Roe, cod, hard, coated in batter, fried",JR,189,12.4,11.8,0.0,8.9,0.0,0.2,1.275
16-299,"Roe, cod, hard, raw",JR,104,21.7,1.9,0.4,0.0,0.0,0.0,0.275
16-302,"Roe, herring, soft, raw",JR,91,16.8,2.6,0.5,0.0,0.0,0.0,0.3
16-132,"Rohu, raw",JA,79,16.6,1.4,0.0,0.0,0.0,0.0,0.25
13-882,"Rosemary, dried",H,331,4.9,15.2,7.37,46.4,0.0,42.6,0.125
13-892,"Rosemary, fresh",H,99,1.4,4.4,2.15,13.5,0.0,12.4,0.038
15-869,"Roulade, spinach",DR,182,10.1,13.3,7.33,4.5,2.0,1.1,0.672
11-1111,"Rum baba, homemade",AP,222,3.7,7.7,1.94,33.1,19.7,0.9,0.148
11-940,Rusks,AK,396,6.5,10.7,4.59,73.0,23.4,2.4,0.22
15-629,"Saag, homemade",DR,111,3.3,8.8,1.45,5.0,1.7,2.3,0.962
13-852,Saffron,H,310,11.4,5.9,0.0,61.5,42.4,0.0,0.375
13-854,"Sage, dried, ground",H,315,10.6,12.7,7.0,42.7,0.0,0.0,0.028
13-853,"Sage, fresh",H,119,3.9,4.6,2.6,15.6,0.0,0.0,0.01
11-023,"Sago, raw",AA,355,0.2,0.2,0.1,94.0,0.0,0.5,0.008
17-703,Salad cream,WCG,326,1.5,26.7,0.0,21.2,16.7,0.5,1.75
17-704,"Salad cream, reduced fat",WCG,157,1.0,10.6,1.57,15.5,9.2,0.5,1.325
15-870,"Salad, beetroot and onion in French dressing",DR,71,1.9,3.1,0.0,9.5,8.2,0.0,0.312
15-871,"Salad, Greek",DR,131,2.7,12.6,3.32,1.9,1.8,0.9,0.522
15-648,"Salad, green",DR,13,1.0,0.4,0.04,1.6,1.6,1.1,0.02
15-872,"Salad, pasta, vegetables and mayonnaise",DR,150,3.7,7.9,0.76,17.5,1.9,1.4,0.055
15-873,"Salad, potato, with French dressing",DR,111,1.5,5.0,0.0,15.8,2.1,1.5,0.232
15-874,"Salad, potato, with mayonnaise",DR,239,1.6,20.6,1.57,12.7,1.5,1.2,0.092
15-654,"Salad, potato, with mayonnaise, retail",DR,158,1.5,11.8,0.0,12.3,1.9,1.2,0.4
15-875,"Salad, rice, brown",DR,160,3.5,7.3,0.85,21.6,5.0,1.2,0.425
15-649,"Salad, rice, homemade",DR,168,3.1,7.0,1.04,24.5,4.9,0.8,0.428
15-876,"Salad, tomato and onion",DR,45,0.6,2.7,0.0,4.9,4.1,1.3,0.11
15-878,"Salad, Waldorf",DR,196,1.5,17.8,1.53,7.9,7.9,1.1,0.078
15-294,"Salad, wholemeal pasta, with vegetables and mayonnaise",DR,131,3.1,7.5,1.1,13.8,2.6,2.7,0.182
19-517,Salami,MI,438,20.9,39.2,14.6,0.5,0.5,0.4,3.825
19-508,Salami snack,MI,504,25.1,44.0,16.79,1.9,1.9,0.5,4.0
19-625,"Salmis of pheasant, homemade",MR,106,9.9,5.6,0.0,2.4,1.4,0.4,0.548
16-453,"Salmon en croute, retail",JR,288,11.8,19.1,0.0,18.0,0.9,0.0,0.475
16-359,"Salmon, farmed, flesh only, baked",J,232,25.2,14.6,2.76,0.0,0.0,0.0,0.122
16-357,"Salmon, farmed, flesh only, grilled",J,239,24.6,15.6,2.95,0.0,0.0,0.0,0.122
16-484,"Salmon, farmed, flesh only, grilled, weighed with bones and skin",JC,208,21.4,13.6,2.57,0.0,0.0,0.0,0.108
16-356,"Salmon, farmed, flesh only, raw",J,217,20.4,15.0,2.77,0.0,0.0,0.2,0.108
16-358,"Salmon, farmed, flesh only, steamed",J,261,23.6,18.5,3.5,0.0,0.0,0.0,0.128
16-483,"Salmon, farmed, flesh only, steamed, fillets weighed with bones and skin",JC,227,20.5,16.1,3.04,0.0,0.0,0.0,0.112
16-420,"Salmon, pink, canned in brine, drained",JC,138,23.6,4.8,0.92,0.0,0.0,0.0,0.88
16-418,"Salmon, red, canned in brine, drained",JC,160,23.5,7.3,1.43,0.0,0.0,0.0,1.075
16-419,"Salmon, red, canned in brine, skinless and boneless, drained",JC,153,23.2,6.7,1.28,0.0,0.0,0.0,0.948
16-412,"Salmon, smoked (cold-smoked)",JC,184,22.8,10.1,2.15,0.5,0.5,0.0,2.96
16-413,"Salmon, smoked (hot-smoked)",JC,186,25.4,8.8,1.94,1.3,1.3,0.0,2.12
16-485,"Salmon, wild, baked",JC,215,26.5,12.1,2.53,0.0,0.0,0.0,0.145
16-360,"Salmon, wild, flesh only, raw",J,179,22.1,10.1,2.11,0.0,0.0,0.0,0.12
16-486,"Salmon, wild, grilled",JC,210,25.9,11.8,2.47,0.0,0.0,0.0,0.14
16-487,"Salmon, wild, steamed",JC,206,25.3,11.6,2.42,0.0,0.0,0.0,0.138
13-601,"Salsify, flesh only, boiled in unsalted water",DG,23,1.1,0.4,0.0,8.6,1.4,3.5,0.012
